What is your university name ?,What is your current level of education?,How often do you use AI tools like ChatGPT  for academic purposes?,How do you think ChatGPT has influenced teaching methods in your courses?,Has ChatGPT influenced your approach to solving complex academic problems or  assignments  ?,Do you use ChatGPT for group study or collaborative learning ?,Do you feel that AI assists you in self-paced learning ?,Does ChatGPT help improve critical thinking and problem-solving?,Has ChatGPT provided useful guidance on your career path or educational choices ?,How worried are you about the privacy and safety of your personal data when using AI tools like ChatGPT for academic tasks?,Do you think relying too much on AI tools like ChatGPT could harm students creativity and critical thinking skills?,Do you believe using AI tools like ChatGPT reduces your creativity and critical thinking?,Do you believe AI tools (like ChatGPT) improve your learning experience?
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Uncertain,Sometimes,No,Yes,No,Somewhat worried,Strongly agree,Occasionally,Maybe
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Not worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Maybe
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,No,Worried,Agree,Yes,Yes
Daffodil International Univarsity,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,No,No,Somewhat worried,Neither agree nor disagree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,No,Yes,Yes,Yes,No,Not worried,Disagree,No,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Uncertain,Sometimes,Yes,Yes,Uncertain,Worried,Strongly agree,Yes,Maybe
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Uncertain,Somewhat worried,Agree,Occasionally,Yes
Daffodile International University,Undergraduate,Weekly,It has improved teaching methods significantly,No,Sometimes,Uncertain,Yes,Uncertain,Not worried,Strongly agree,Occasionally,Maybe
Daffoil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Uncertain,Yes,Somewhat worried,Neither agree nor disagree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,No,Not worried,Neither agree nor disagree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Not worried,Neither agree nor disagree,No,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Not worried,Neither agree nor disagree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Not worried,Neither agree nor disagree,Yes,Yes
Daffodil International  University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,No,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,No,Yes,Yes,Yes,Not worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Uncertain,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,I am not sure how it affects teaching methods,Yes,No,Yes,Yes,Uncertain,Somewhat worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Maybe
"Bangabandhu Sheikh Mujibur Rahman Digital University, Bangladesh",Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Uncertain,Yes,Yes,Somewhat worried,Agree,Occasionally,Yes
"Bangabandhu Sheikh Mujibur Rahman Digital University, Bangladesh",Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,No,No,No,Worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,No,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,No,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Uncertain,Yes,No,Somewhat worried,Agree,Occasionally,Maybe
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Uncertain,Yes,No,Yes,No,Worried,Agree,Occasionally,No
Daffodil International University,Undergraduate,Weekly,I am not sure how it affects teaching methods,Yes,Yes,No,No,Uncertain,Not worried,Agree,No,Maybe
Daffodil International University,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Strongly agree,No,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Uncertain,Yes,Yes,Yes,No,Somewhat worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,I am not sure how it affects teaching methods,Yes,Yes,Yes,Yes,No,Not worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,No,Yes,Yes,Not worried,Strongly disagree,No,Yes
Daffodil International University,Undergraduate,Weekly,I am not sure how it affects teaching methods,Yes,No,Yes,No,Uncertain,Not worried,Strongly agree,Yes,Maybe
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Disagree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,I am not sure how it affects teaching methods,Yes,No,Yes,Yes,No,Worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,No,Worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Neither agree nor disagree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,No,Yes,Somewhat worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,I am not sure how it affects teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Maybe
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Maybe
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,No,Yes
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Uncertain,Sometimes,Yes,Yes,Yes,Worried,Neither agree nor disagree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has had no impact on teaching methods,No,Yes,Yes,No,Uncertain,Worried,Strongly agree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Neither agree nor disagree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,No,Yes,Uncertain,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,I am not sure how it affects teaching methods,Yes,Yes,Yes,Yes,No,Worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Disagree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has had no impact on teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Neither agree nor disagree,Occasionally,Maybe
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Projukta Roy Moulick,Undergraduate,Weekly,I am not sure how it affects teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,I am not sure how it affects teaching methods,Yes,Sometimes,Yes,Uncertain,Yes,Somewhat worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Uncertain,Uncertain,Yes,Somewhat worried,Agree,Occasionally,Maybe
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Uncertain,No,Worried,Strongly agree,Yes,Maybe
Green University Of Bangladesh,Undergraduate,Weekly,It has slightly improved teaching methods,Uncertain,Sometimes,No,No,Yes,Not worried,Agree,Occasionally,Yes
Green University Of Bangladesh,Undergraduate,Monthly,It has slightly improved teaching methods,Yes,Sometimes,Uncertain,Yes,Yes,Somewhat worried,Strongly agree,Yes,Maybe
Green University Of Bangladesh,Undergraduate,Weekly,It has slightly improved teaching methods,Uncertain,No,Yes,Yes,Yes,Somewhat worried,Strongly agree,Yes,Maybe
Green University Of Bangladesh,Undergraduate,Daily,It has slightly improved teaching methods,No,No,Yes,No,Yes,Somewhat worried,Strongly agree,Yes,Maybe
Green University Of Bangladesh,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Green University Of Bangladesh,Undergraduate,Daily,It has had no impact on teaching methods,Yes,Yes,Yes,Uncertain,Yes,Worried,Agree,Yes,Yes
Green University Of Bangladesh,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Green University Of Bangladesh,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Uncertain,Worried,Disagree,Yes,Maybe
Green University Of Bangladesh,Undergraduate,Daily,I am not sure how it affects teaching methods,Yes,Yes,Yes,Uncertain,Yes,Worried,Strongly agree,Occasionally,Maybe
Green University Of Bangladesh,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Green University Of Bangladesh,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Strongly agree,Yes,Yes
Green University Of Bangladesh,Undergraduate,Daily,I am not sure how it affects teaching methods,Yes,Yes,Yes,Yes,Uncertain,Worried,Strongly agree,Yes,Yes
Green University Of Bangladesh,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Neither agree nor disagree,Yes,Yes
Green University Of Bangladesh,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Uncertain,Yes,Worried,Agree,Occasionally,Yes
Green University Of Bangladesh,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Green University Of Bangladesh,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Neither agree nor disagree,Occasionally,Yes
Green University Of Bangladesh,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Yes
Green University Of Bangladesh,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Strongly agree,Yes,Yes
Daffodil International University,Postgraduate,Weekly,It has had no impact on teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,No,Worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Postgraduate,Weekly,I am not sure how it affects teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,No,Somewhat worried,Agree,Yes,Yes
University Of Chittagong,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
University Of Chittagong,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Disagree,Occasionally,Yes
University Of Chittagong,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Maybe
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Uncertain,Yes,Somewhat worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has had no impact on teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has had no impact on teaching methods,Yes,No,Yes,Yes,Uncertain,Somewhat worried,Neither agree nor disagree,Yes,Maybe
Daffodil International University,Undergraduate,Monthly,I am not sure how it affects teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Monthly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Not worried,Neither agree nor disagree,Yes,Maybe
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,No,Yes,Yes,Yes,Worried,Agree,Yes,Yes
University Of Chittagong,Postgraduate,Monthly,I am not sure how it affects teaching methods,Yes,No,Yes,Yes,Uncertain,Somewhat worried,Disagree,Occasionally,Maybe
University Of Chittagong,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Uncertain,Worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Not worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Uncertain,Uncertain,No,Not worried,Neither agree nor disagree,Occasionally,Maybe
Daffodil International University,Undergraduate,Weekly,I am not sure how it affects teaching methods,Yes,Yes,Uncertain,Yes,Yes,Somewhat worried,Disagree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,I am not sure how it affects teaching methods,Yes,Yes,Yes,Uncertain,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,I am not sure how it affects teaching methods,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,No,No,No,No,No,Worried,Strongly agree,Yes,Maybe
Islamic University Of Technology,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Not worried,Agree,Yes,Yes
